Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
125873515;1920;2019-04-25 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-25 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-25 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-25 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-25 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-25 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-25 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-25 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-25 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-25 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-26 12:00;2019-03-29 03:23:04
125873515;1920;2019-04-26 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-26 12:30;2019-03-29 03:23:04
125873515;1920;2019-04-26 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-26 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-26 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-26 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-26 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-26 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-26 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-26 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-26 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-26 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-26 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-26 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-26 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-26 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-26 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-26 19:45;2019-03-29 03:23:04
125873515;1929;2019-04-01 09:05;2019-03-29 03:23:04
125873515;1929;2019-04-01 10:30;2019-03-29 03:23:04
125873515;1929;2019-04-01 10:45;2019-03-29 03:23:04
125873515;1929;2019-04-01 11:15;2019-03-29 03:23:04
125873515;1929;2019-04-02 14:10;2019-03-29 03:23:04
125873515;1929;2019-04-02 14:25;2019-03-29 03:23:04
125873515;1929;2019-04-03 07:25;2019-03-29 03:23:04
125873515;1929;2019-04-03 07:55;2019-03-29 03:23:04
125873515;1929;2019-04-03 08:10;2019-03-29 03:23:04
125873515;1929;2019-04-03 11:15;2019-03-29 03:23:04
125873515;1929;2019-04-03 11:30;2019-03-29 03:23:04
125873515;1929;2019-04-03 11:45;2019-03-29 03:23:04
125873515;1929;2019-04-03 12:00;2019-03-29 03:23:04
125873515;1929;2019-04-03 12:15;2019-03-29 03:23:04
125873515;1929;2019-04-04 13:55;2019-03-29 03:23:04
125873515;1929;2019-04-04 14:10;2019-03-29 03:23:04
125873515;1929;2019-04-04 14:40;2019-03-29 03:23:04
125873515;1929;2019-04-04 14:55;2019-03-29 03:23:04
125873515;1929;2019-04-05 07:40;2019-03-29 03:23:04
125873515;1929;2019-04-05 07:55;2019-03-29 03:23:04
125873515;1929;2019-04-05 08:10;2019-03-29 03:23:04
125873515;1929;2019-04-05 08:25;2019-03-29 03:23:04
125873515;1929;2019-04-05 11:00;2019-03-29 03:23:04
125873515;1929;2019-04-08 15:05;2019-03-29 03:23:04
125873515;1929;2019-04-08 15:20;2019-03-29 03:23:04
125873515;1929;2019-04-08 16:45;2019-03-29 03:23:04
125873515;1929;2019-04-08 17:00;2019-03-29 03:23:04
125873515;1929;2019-04-08 17:15;2019-03-29 03:23:04
125873515;1929;2019-04-08 17:30;2019-03-29 03:23:04
125873515;1929;2019-04-08 18:40;2019-03-29 03:23:04
